Date;Doc;Description;Montant;Cpte;SsCpte;Dest
19/04/2023;15393;L'amylois;-3,80 €;BIL;01;Premier
20/04/2023;15394;Carrefour;-41,41 €;BIL;01;Général
20/04/2023;15394;Carrefour;9,10 €;SAN;02;Général
20/04/2023;15394;Carrefour;32,31 €;ALI;01;Général
16/04/2023;15395;Divers alimentation;3,50 €;ALI;01;Général
16/04/2023;15395;Répartition d'espèces;-3,50 €;BIL;00;Général
20/04/2023;15396;Amazon;87,94 €;LOI;06;Général
20/04/2023;15396;Amazon;-87,94 €;BIL;01;Premier
17/04/2023;15397;Area;68,95 €;VOI;01;Général
17/04/2023;15397;Area;-68,95 €;BIL;01;Général
12/04/2023;15398;Rbst MFTGS;-20,50 €;SAN;01;MC
12/04/2023;15398;Rbst MFTGS;20,50 €;BIL;01;Général
19/04/2023;15399;Rbst MFTGS;-68,00 €;SAN;01;MC
19/04/2023;15399;Rbst MFTGS;68,00 €;BIL;01;Général
21/04/2023;15400;Dépenses Bruno;-203,66 €;BIL;01;Général
07/04/2023;15400;Boulangerie;2,30 €;ALI;01;Général
08/04/2023;15400;Boulangerie;10,30 €;ALI;01;Général
08/04/2023;15400;Gérentes;79,36 €;ALI;01;Général
08/04/2023;15400;Eau Vals;4,89 €;ALI;01;Général
15/04/2023;15400;Boulangerie;10,40 €;ALI;01;Général
21/04/2023;15400;Raclette MOF;96,41 €;ALI;01;Général
22/04/2023;15401;Fnac;67,49 €;LOI;06;Général
22/04/2023;15401;Fnac;-129,10 €;BIL;01;Premier
22/04/2023;15401;Fnac;61,61 €;SCO;01;Arnaud
22/04/2023;15402;Armand Thierry;47,58 €;HAB;01;Arnaud
22/04/2023;15402;Armand Thierry;-47,58 €;BIL;01;Premier
22/04/2023;15403;Bonobo;59,99 €;HAB;01;Arnaud
22/04/2023;15403;Bonobo;-155,95 €;BIL;01;Premier
22/04/2023;15403;Bonobo;59,98 €;HAB;01;MC
22/04/2023;15403;Bonobo;35,98 €;HAB;01;Claire
22/04/2023;15404;King Jouet;18,49 €;LOI;03;Claire
22/04/2023;15404;King Jouet;-70,43 €;BIL;01;Premier
22/04/2023;15404;King Jouet;37,99 €;LOI;06;Général
22/04/2023;15404;King Jouet;13,95 €;LOI;06;Général
24/04/2023;15405;Boulangerie école L'Aura;10,83 €;ALI;01;Général
24/04/2023;15405;Boulangerie école L'Aura;-10,83 €;BIL;01;Premier
27/04/2023;15406;Charcuterie des Limouches;-71,25 €;BIL;01;Premier
27/04/2023;15406;Charcuterie des Limouches;15,00 €;ALI;02;Général
27/04/2023;15406;Charcuterie des Limouches;56,25 €;ALI;01;Général
27/04/2023;15407;Primeur Montélier;22,34 €;ALI;01;Général
27/04/2023;15407;Primeur Montélier;-22,34 €;BIL;01;Premier
27/04/2023;15408;Laiterie des Gérentes;-58,26 €;BIL;01;Premier
27/04/2023;15408;Laiterie des Gérentes;58,26 €;ALI;01;Général
28/04/2023;15409;Rbst travaux petite sdb 3lisses bas;-2 365,00 €;BIL;01;Général
28/04/2023;15409;Rbst travaux petite sdb 3lisses bas;2 365,00 €;LOG;01;3lisses
28/04/2023;15410;Rbst travaux 3lisses bas (placard…);-2 635,00 €;BIL;01;Général
28/04/2023;15410;Rbst travaux 3lisses bas (placard…);2 635,00 €;LOG;01;3lisses
30/04/2023;15411;Foire aux fleurs - graines;30,00 €;ALI;00;Général
30/04/2023;15411;Répartition d'espèces;-128,90 €;BIL;00;Général
30/04/2023;15411;Foire aux fleurs - plants BIO (Vernoux);78,00 €;ALI;00;Général
30/04/2023;15411;Foire aux fleurs - plants (école);14,90 €;ALI;00;Général
30/04/2023;15411;Foire aux fleurs - plants (en face Vernoux);6,00 €;ALI;00;Général
27/04/2023;15412;Le relais de la pogne;-44,52 €;BIL;01;Premier
27/04/2023;15412;Le relais de la pogne;24,52 €;ALI;01;Général
27/04/2023;15412;Le relais de la pogne;20,00 €;LOI;06;Général
29/04/2023;15413;Epicuria;7,20 €;ALI;02;Général
29/04/2023;15413;Epicuria;-7,20 €;BIL;01;Premier
29/04/2023;15414;Intermarché;-82,72 €;BIL;01;Premier
29/04/2023;15414;Intermarché;82,72 €;VOI;02;Clioblanche
29/04/2023;15415;Laiterie des Gérentes;-32,30 €;BIL;01;Premier
29/04/2023;15415;Laiterie des Gérentes;32,30 €;ALI;01;Général
30/04/2023;15416;Chovin-Clément;16,20 €;ALI;01;Général
30/04/2023;15416;Chovin-Clément;-16,20 €;BIL;01;Premier
30/04/2023;15417;Dépenses Bruno;-393,77 €;BIL;01;Général
21/04/2023;15417;Carrefour - Alimentation;45,00 €;ALI;01;Général
21/04/2023;15417;Vin;34,20 €;ALI;01;Général
22/04/2023;15417;Avril - Cosmétiques Claire;30,00 €;SAN;02;Claire
22/04/2023;15417;Chocolats Caraque;69,30 €;ALI;01;Général
28/04/2023;15417;La Casetta (Ar,Ju,Clt,BMC);144,00 €;ALI;02;Général
29/04/2023;15417;Essence Clio Campus;67,87 €;VOI;02;ClioCampus
30/04/2023;15417;Plants et graines jardin;3,40 €;ALI;00;Général
02/05/2023;15418;Plants marché;23,00 €;ALI;00;Général
02/05/2023;15418;Répartition d'espèces;-23,00 €;BIL;00;Général
02/05/2023;15419;Boulangerie école L'Aura;10,30 €;ALI;01;Général
02/05/2023;15419;Boulangerie école L'Aura;-10,30 €;BIL;01;Premier
02/05/2023;15420;Ferme des Blaches;3,50 €;ALI;01;Général
02/05/2023;15420;Ferme des Blaches;-3,50 €;BIL;01;Premier
02/05/2023;15421;Court-circuit;6,52 €;ALI;01;Général
02/05/2023;15421;Court-circuit;-6,52 €;BIL;01;Premier
03/05/2023;15422;CPAM Pension;-715,89 €;PRF;05;MC
06/05/2023;15422;CPAM Pension - Prélèvement à la source;112,65 €;IMP;01;Général
06/05/2023;15422;CPAM Pension;603,24 €;BIL;01;Général
07/05/2023;15423;Plants œillets caritatifs;4,00 €;LOI;05;Montvendre
07/05/2023;15423;Répartition d'espèces;-4,00 €;BIL;00;Général
04/05/2023;15424;Podologue (semelles);-150,00 €;BIL;01;Général
04/05/2023;15424;Podologue (semelles);150,00 €;SAn;01;MC
04/05/2023;15425;Généraliste;-25,00 €;BIL;01;Premier
04/05/2023;15425;Généraliste;25,00 €;SAn;01;MC
05/05/2023;15426;L'amylois;4,30 €;ALI;01;Général
05/05/2023;15426;L'amylois;-4,30 €;BIL;01;Premier
09/05/2023;15427;Gamm vert;-20,32 €;BIL;01;Premier
09/05/2023;15427;Gamm vert;20,32 €;LOI;05;Montvendre
09/05/2023;15428;Ferme des Blaches;-19,42 €;BIL;01;Premier
09/05/2023;15428;Ferme des Blaches;19,42 €;ALI;01;Général
09/05/2023;15429;Limouches;-14,91 €;BIL;01;Premier
09/05/2023;15429;Limouches;14,91 €;ALI;01;Général
09/05/2023;15430;Bricomarché;-16,20 €;BIL;01;Premier
09/05/2023;15430;Bricomarché;16,20 €;LOI;05;Montvendre
09/05/2023;15431;Court-circuit;-34,98 €;BIL;01;Premier
09/05/2023;15431;Court-circuit;34,98 €;ALI;01;Général
09/05/2023;15432;Laiterie des Gérentes;-44,92 €;BIL;01;Premier
09/05/2023;15432;Laiterie des Gérentes;44,92 €;ALI;01;Général
09/05/2023;15433;Laiterie des Gérentes;2,29 €;ALI;01;Général
09/05/2023;15433;Laiterie des Gérentes;-2,29 €;BIL;01;Premier
16/05/2023;15434;FdB;75,00 €;SAN;01;MC
16/05/2023;15434;FdB;-75,00 €;BIL;01;Général
15/05/2023;15435;Area;109,70 €;VOI;01;Général
12/05/2023;15435;Gamm vert;26,53 €;LOI;05;Montvendre
12/05/2023;15435;Gamm vert;1,80 €;ALI;01;Général
12/05/2023;15435;Gamm vert;17,90 €;SAN;02;Général
12/05/2023;15435;Gamm vert;28,77 €;ALI;00;Général
12/05/2023;15435;Gamm vert;15,00 €;HAB;01;Baptiste
12/05/2023;15435;Gamm vert;-90,00 €;BIL;01;Premier
15/05/2023;15435;Area;-109,70 €;BIL;01;Général
18/05/2023;15436;Taxe Foncières  - LA CROIX;-251,00 €;BIL;01;Général
18/05/2023;15436;Taxe Foncières  - LA CROIX;251,00 €;IMP;02;Montvendre
18/05/2023;15436;Taxe Foncières  - 3 Impasse Tuiliers;46,00 €;IMP;02;Montvendre
18/05/2023;15436;Taxe Foncières  - 4 Impasse Tuiliers;50,00 €;IMP;02;Montvendre
13/05/2023;15436;Gamm vert;7,35 €;LOI;05;Montvendre
13/05/2023;15436;Gamm vert;-7,35 €;BIL;01;Premier
18/05/2023;15436;Taxe Foncières  - 4 Impasse Tuiliers;-50,00 €;BIL;01;Général
18/05/2023;15436;Taxe Foncières  - 3 Impasse Tuiliers;-46,00 €;BIL;01;Général
27/05/2023;15437;Dentiste Bruno;-93,38 €;BIL;01;Général
27/05/2023;15437;Dentiste Bruno;93,38 €;SAN;01;Bruno
13/05/2023;15437;Pharmacie Taton;14,86 €;SAN;02;Général
13/05/2023;15437;Pharmacie Taton;-14,86 €;BIL;01;Premier
05/05/2023;15438;Arrêté compte VISA Premier;2 082,53 €;BIL;01;Premier
05/05/2023;15438;Arrêté compte VISA Premier;-2 082,53 €;BIL;01;Général
13/05/2023;15438;Laiterie des Gérentes;25,41 €;ALI;01;Général
13/05/2023;15438;Laiterie des Gérentes;-25,41 €;BIL;01;Premier
02/05/2023;15439;ESBJ - Rémunération;-3 300,00 €;PRF;01;Bruno
02/05/2023;15439;ESBJ - Rémunération;3 300,00 €;BIL;01;Général
14/05/2023;15439;Au petit primeur Chabeuil;19,59 €;ALI;01;Général
14/05/2023;15439;Au petit primeur Chabeuil;-19,59 €;BIL;01;Premier
18/04/2023;15440;Jazz - Duo -50%;6,30 €;BAS;05;Général
18/04/2023;15440;Jazz - Duo -50%;-6,30 €;BIL;01;Général
18/04/2023;15440;Jazz - Cotisation;16,10 €;BAS;05;Général
18/04/2023;15440;Jazz - Cotisation;-16,10 €;BIL;01;Général
18/04/2023;15440;Jazz - Option Tranquillité Duo;0,49 €;BAS;05;Général
18/04/2023;15440;Jazz - Option Tranquillité Duo;-0,49 €;BIL;01;Général
18/04/2023;15440;Jazz - Option Tranquillité;0,70 €;BAS;05;Général
18/04/2023;15440;Jazz - Option Tranquillité;-0,70 €;BIL;01;Général
14/05/2023;15440;Au petit primeur Chabeuil;7,43 €;ALI;01;Général
14/05/2023;15440;Au petit primeur Chabeuil;-7,43 €;BIL;01;Premier
25/04/2023;15441;Orange  - N° client 0104525563 - 06 83 73 66 48;45,79 €;LOG;08;Clément
25/04/2023;15441;Orange  - N° client 0104525563 - 06 83 73 66 48;-45,79 €;BIL;01;Général
14/05/2023;15441;Pognes Nivon;22,00 €;BIL;98;MC
14/05/2023;15441;Pognes Nivon;-55,10 €;BIL;01;Premier
14/05/2023;15441;Pognes Nivon;33,10 €;ALI;01;Général
17/04/2023;15442;Acompte loyer Esthetic Center;-800,00 €;RFN;01;Texto
17/04/2023;15442;Acompte loyer Esthetic Center;800,00 €;BIL;01;Général
14/05/2023;15442;Parking Valence;0,70 €;VOI;01;Général
14/05/2023;15442;Parking Valence;-0,70 €;BIL;01;Premier
04/05/2023;15443;Free Mobile - 1597 1829 - Tél 06 48 55 53 00;19,99 €;LOG;08;Arnaud
04/05/2023;15443;Free Mobile - 1597 1829 - Tél 06 48 55 53 00;-19,99 €;BIL;01;Général
04/05/2023;15443;Free Mobile - 1597 1837 - Tél  - 06 48 55 54 20;19,99 €;LOG;08;Baptiste
04/05/2023;15443;Free Mobile - 1597 1837 - Tél  - 06 48 55 54 20;-19,99 €;BIL;01;Général
16/05/2023;15443;Eau vive;16,59 €;ALI;01;Général
16/05/2023;15443;Eau vive;-16,59 €;BIL;01;Premier
16/05/2023;15444;Carrefour;-31,00 €;BIL;01;Général
17/04/2023;15444;IRPP - Prelevement à la source;238,00 €;IMP;01;Général
17/04/2023;15444;IRPP - Prelevement à la source;-238,00 €;BIL;01;Général
16/05/2023;15444;Carrefour;17,50 €;ALI;01;Général
16/05/2023;15444;Carrefour;13,50 €;ALI;01;Général
09/05/2023;15445;CPAM;-41,50 €;PRS;01;CPAM
09/05/2023;15445;CPAM;41,50 €;BIL;01;Général
16/05/2023;15445;Vinolea;85,20 €;LOI;06;Général
16/05/2023;15445;Vinolea;-85,20 €;BIL;01;Premier
10/05/2023;15446;CPAM;-24,00 €;PRS;01;CPAM
10/05/2023;15446;CPAM;24,00 €;BIL;01;Général
16/05/2023;15446;Paquet Jardin;6,40 €;ALI;00;Général
16/05/2023;15446;Paquet Jardin;-6,40 €;BIL;01;Premier
19/04/2023;15447;EDF (Client : 6017060888) Mtvdre Gd Père;-44,05 €;BIL;01;Général
19/04/2023;15447;EDF (Client : 6017060888) Mtvdre Gd Père;44,05 €;LOG;07;Montvendre
16/05/2023;15447;L'autre moi;99,00 €;SAN;02;Général
16/05/2023;15447;L'autre moi;-99,00 €;BIL;01;Premier
27/04/2023;15448;EDF (Client : 5016065031) Meylan RDC;-90,78 €;BIL;01;Général
27/04/2023;15448;EDF (Client : 5016065031) Meylan RDC;90,78 €;LOG;07;Général
17/05/2023;15448;Pharmacie des Béalières;25,85 €;SAN;02;Général
17/05/2023;15448;Pharmacie des Béalières;-59,60 €;BIL;01;Premier
17/05/2023;15448;Pharmacie des Béalières;33,75 €;SAN;02;Général
27/04/2023;15449;EDF(Client : 5016346605) Meylan 1er;-117,04 €;BIL;01;Général
27/04/2023;15449;EDF(Client : 5016346605) Meylan 1er;117,04 €;LOG;07;Général
17/05/2023;15449;Pharmacie des Béalières;9,90 €;SAN;01;Général
17/05/2023;15449;Pharmacie des Béalières;-9,90 €;BIL;01;Premier
11/05/2023;15450;EDF - Rbst cpte créditeur;50,70 €;BIL;01;Général
11/05/2023;15450;EDF - Rbst cpte créditeur;-50,70 €;LOG;07;Général
17/05/2023;15450;Essentiels bébé;18,20 €;SAN;02;Général
17/05/2023;15450;Essentiels bébé;-18,20 €;BIL;01;Premier
24/04/2023;15451;DARTY - Abonnement;14,99 €;LOG;03;Général
24/04/2023;15451;DARTY - Abonnement;-14,99 €;BIL;01;Général
17/05/2023;15451;Melean;25,13 €;ALI;01;Général
17/05/2023;15451;Melean;-25,13 €;BIL;01;Premier
08/05/2023;15452;AXA Pension;-407,30 €;PRF;05;MC
08/05/2023;15452;AXA Pension;64,09 €;IMP;01;Général
08/05/2023;15452;AXA Pension;343,21 €;BIL;01;Général
17/05/2023;15452;Express Carrefour;8,93 €;LOG;02;Général
17/05/2023;15452;Express Carrefour;-8,93 €;BIL;01;Premier
15/05/2023;15453;POLE EMPLOI - ARE;-1 112,40 €;PRF;01;MC
15/05/2023;15453;POLE EMPLOI - ARE - Prélèvement à la source;169,20 €;IMP;01;Général
18/05/2023;15453;Gamm vert;5,99 €;LOI;05;Montvendre
18/05/2023;15453;Gamm vert;-5,99 €;BIL;01;Premier
15/05/2023;15453;POLE EMPLOI - ARE;943,20 €;BIL;01;Général
27/05/2023;15454;Remboursements Bruno;-734,41 €;BIL;01;Général
23/05/2023;15454;Carrefour;-120,80 €;BIL;01;Général
05/05/2023;15454;Griffe de jardin;50,95 €;LOI;05;Montvendre
06/05/2023;15454;Boulangerie;8,85 €;ALI;01;Général
06/05/2023;15454;Fruits;11,74 €;ALI;01;Général
22/05/2023;15454;Alimentation;28,46 €;ALI;01;Général
24/05/2023;15454;Boulangerie;5,90 €;ALI;01;Général
26/05/2023;15454;Lunettes Bruno;600,00 €;SAN;01;Bruno
26/05/2023;15454;Alimentation;21,38 €;ALI;01;Général
26/05/2023;15454;Alimentation;7,13 €;ALI;01;Général
23/05/2023;15454;Carrefour;45,72 €;ALI;01;Général
23/05/2023;15454;Carrefour;5,64 €;SAN;02;Général
23/05/2023;15454;Carrefour;33,61 €;LOG;02;Général
23/05/2023;15454;Carrefour;4,39 €;ALI;01;Clément
23/05/2023;15454;Carrefour;25,91 €;ALI;01;Claire
23/05/2023;15454;Carrefour;5,53 €;SAN;02;Claire
10/05/2023;15455;Rbst MFTGS;-20,50 €;SAN;01;MC
23/05/2023;15455;Eau vive;19,99 €;SAN;02;Claire
23/05/2023;15455;Eau vive;-49,08 €;BIL;01;Premier
23/05/2023;15455;Eau vive;29,09 €;ALI;01;Général
10/05/2023;15455;Rbst MFTGS;20,50 €;BIL;01;Général
31/05/2023;15456;Rbst MFTGS;-28,02 €;SAN;01;MC
23/05/2023;15456;Pharmacie des Béalières;21,80 €;SAN;02;Général
23/05/2023;15456;Pharmacie des Béalières;-21,80 €;BIL;01;Premier
31/05/2023;15456;Rbst MFTGS;28,02 €;BIL;01;Général
31/05/2023;15457;Rbst MFTGS;-519,97 €;SAN;01;Bruno
25/05/2023;15457;Melean;10,37 €;ALI;01;Général
25/05/2023;15457;Melean;-10,37 €;BIL;01;Premier
31/05/2023;15457;Rbst MFTGS;519,97 €;BIL;01;Général
25/05/2023;15458;Union primeurs;42,99 €;ALI;01;Général
25/05/2023;15458;Union primeurs;-42,99 €;BIL;01;Premier
27/05/2023;15459;Le relais de la pogne;16,90 €;ALI;01;Général
27/05/2023;15459;Le relais de la pogne;-16,90 €;BIL;01;Premier
27/05/2023;15460;Court-circuit;23,90 €;ALI;01;Général
27/05/2023;15460;Court-circuit;-23,90 €;BIL;01;Premier
27/05/2023;15461;Gamm vert;28,68 €;LOI;05;Montvendre
27/05/2023;15461;Gamm vert;-28,68 €;BIL;01;Premier
27/05/2023;15462;Charcuterie des Limouches;49,42 €;ALI;01;Général
27/05/2023;15462;Charcuterie des Limouches;-49,42 €;BIL;01;Premier
27/05/2023;15463;Primeur Montélier;7,27 €;ALI;01;Général
27/05/2023;15463;Primeur Montélier;-7,27 €;BIL;01;Premier
27/06/2023;15464;Laiterie des Gérentes;-80,62 €;BIL;01;Premier
27/06/2023;15464;Laiterie des Gérentes;80,62 €;ALI;01;Général
28/05/2023;15465;Au petit primeur Chabeuil;-38,83 €;BIL;01;Premier
28/05/2023;15465;Au petit primeur Chabeuil;38,83 €;ALI;01;Général
29/05/2023;15466;Gamm vert;28,93 €;LOI;05;Montvendre
29/05/2023;15466;Gamm vert;-28,93 €;BIL;01;Premier
28/05/2023;15467;Au petit primeur Chabeuil;-10,34 €;BIL;01;Premier
28/05/2023;15467;Au petit primeur Chabeuil;10,34 €;ALI;01;Général
30/05/2023;15468;Boulangerie école L'Aura;-11,75 €;BIL;01;Premier
30/05/2023;15468;Boulangerie école L'Aura;11,75 €;ALI;01;Général
30/05/2023;15469;Retrait Société Générale;-80,00 €;BIL;01;Général
30/05/2023;15469;Retrait Société Générale;80,00 €;BIL;00;Général
30/05/2023;15470;Kdo anniv Thibaud (Valou);50,00 €;LOI;06;Général
30/05/2023;15470;Plants de courge au marché;6,00 €;ALI;00;Général
30/05/2023;15470;Répartition d'espèces;-60,20 €;BIL;00;Général
30/05/2023;15470;Parking Gre;4,20 €;VOI;01;Général
30/05/2023;15471;Ferme des Blaches;-5,40 €;BIL;01;Premier
30/05/2023;15471;Ferme des Blaches;5,40 €;ALI;01;Général
30/05/2023;15472;Pharmacie Taton;-23,20 €;BIL;01;Premier
30/05/2023;15472;Pharmacie Taton;23,20 €;SAN;02;Général
30/05/2023;15473;Chovin-Clément;-16,20 €;BIL;01;Premier
30/05/2023;15473;Chovin-Clément;16,20 €;ALI;01;Général
30/05/2023;15474;Court-circuit;-22,40 €;BIL;01;Premier
30/05/2023;15474;Court-circuit;22,40 €;ALI;01;Général
30/05/2023;15475;Beau t es bio;-8,25 €;BIL;01;Premier
30/05/2023;15475;Beau t es bio;8,25 €;ALI;01;Général
30/05/2023;15476;Charcuterie des Limouches;-69,44 €;BIL;01;Premier
30/05/2023;15476;Charcuterie des Limouches;48,71 €;LOI;06;Général
30/05/2023;15476;Charcuterie des Limouches;20,73 €;ALI;01;Général
30/05/2023;15477;Primeur Montélier;-4,98 €;BIL;01;Premier
30/05/2023;15477;Primeur Montélier;4,98 €;ALI;01;Général
30/05/2023;15478;Le relais de la pogne;-16,10 €;BIL;01;Premier
30/05/2023;15478;Le relais de la pogne;16,10 €;LOI;06;Général
30/05/2023;15479;Laiterie des Gérentes;-45,51 €;BIL;01;Premier
30/05/2023;15479;Laiterie des Gérentes;45,51 €;ALI;01;Général
30/05/2023;15480;Gamm vert;-9,40 €;BIL;01;Premier
30/05/2023;15480;Gamm vert;9,40 €;ALI;00;Général
31/05/2023;15481;Pharmacie des Béalières;-61,98 €;BIL;01;Premier
31/05/2023;15481;Pharmacie des Béalières;40,00 €;SAN;02;Général
31/05/2023;15481;Pharmacie des Béalières;21,98 €;SAN;01;Général
31/05/2023;15482;Essentiels bébé;-23,85 €;BIL;01;Premier
31/05/2023;15482;Essentiels bébé;23,85 €;SAN;02;Claire
01/06/2023;15483;La caraque;39,60 €;ALI;01;Général
01/06/2023;15483;La caraque;-39,60 €;BIL;01;Premier
01/06/2023;15484;Vinolea;61,20 €;LOI;06;Général
01/06/2023;15484;Vinolea;-61,20 €;BIL;01;Premier
01/06/2023;15485;Carrefour;-67,52 €;BIL;01;Général
01/06/2023;15485;Carrefour;67,52 €;LOI;06;Général
01/06/2023;15486;Carrefour;-67,53 €;BIL;01;Général
01/06/2023;15486;Carrefour;55,95 €;ALI;01;Général
01/06/2023;15486;Carrefour;11,58 €;LOG;02;Général
02/06/2023;15487;Union primeurs;40,50 €;ALI;01;Général
02/06/2023;15487;Union primeurs;-40,50 €;BIL;01;Premier
02/06/2023;15488;Union primeurs;38,13 €;ALI;01;Général
02/06/2023;15488;Union primeurs;-38,13 €;BIL;01;Premier
02/06/2023;15489;Le p'tit festif;11,30 €;LOI;06;Général
02/06/2023;15489;Le p'tit festif;-11,30 €;BIL;01;Premier
02/06/2023;15490;Carrefour;-9,60 €;BIL;01;Premier
02/06/2023;15490;Carrefour;9,60 €;SAN;02;Général
02/06/2023;15491;Carrefour;-44,02 €;BIL;01;Général
02/06/2023;15491;Carrefour;5,19 €;LOG;02;Général
02/06/2023;15491;Carrefour;38,83 €;SAN;02;Général
03/06/2023;15492;Le verger d'Alixan;11,70 €;ALI;01;Général
03/06/2023;15492;Le verger d'Alixan;-11,70 €;BIL;01;Premier
05/06/2023;15493;La banetière;25,75 €;ALI;01;Général
05/06/2023;15493;La banetière;-25,75 €;BIL;01;Premier
06/06/2023;15494;Carrefour;68,57 €;VOI;02;ClioBlanche
06/06/2023;15494;Carrefour;-68,57 €;BIL;01;Premier
06/06/2023;15495;Carrefour;-22,01 €;BIL;01;Général
06/06/2023;15495;Carrefour;5,33 €;ALI;01;Général
06/06/2023;15495;Carrefour;16,68 €;SAN;02;Claire
06/06/2023;15496;Carrefour;12,19 €;LOG;02;Général
06/06/2023;15496;Carrefour;-12,19 €;BIL;01;Général
15/06/2023;15497;Area;-99,20 €;BIL;01;Général
15/06/2023;15497;Area;99,20 €;VOI;01;Général
26/06/2023;15498;Gaz Tarif Reglementé;154,39 €;LOG;07;Général
26/06/2023;15498;Gaz Tarif Reglementé;-154,39 €;BIL;01;Général
26/06/2023;15499;Gaz Tarif Reglementé;152,10 €;LOG;07;Général
26/06/2023;15499;Gaz Tarif Reglementé;-152,10 €;BIL;01;Général
14/06/2023;15500;Cagnotte anniversaire Arnaud;-160,00 €;BIL;01;Général
14/06/2023;15500;Cagnotte anniversaire Arnaud;160,00 €;LOI;03;Arnaud
08/06/2023;15501;Géné (SAMU);40,00 €;SAN;01;MC
08/06/2023;15501;Géné (SAMU);-40,00 €;BIL;01;Premier
10/06/2023;15502;Au petit primeur Chabeuil;106,22 €;ALI;01;Général
10/06/2023;15502;Au petit primeur Chabeuil;-106,22 €;BIL;01;Premier
10/06/2023;15503;Laiterie des Gérentes;66,94 €;ALI;01;Général
10/06/2023;15503;Laiterie des Gérentes;-66,94 €;BIL;01;Premier
10/06/2023;15504;Au petit primeur Chabeuil;16,24 €;ALI;01;Général
10/06/2023;15504;Au petit primeur Chabeuil;-16,24 €;BIL;01;Premier
12/06/2023;15505;Cardio (Descour);15,30 €;SAN;01;MC
12/06/2023;15505;Cardio (Descour);-15,30 €;BIL;01;Premier
12/06/2023;15506;Parking Gre;3,90 €;VOI;01;Général
12/06/2023;15506;Parking Gre;-3,90 €;BIL;01;Premier
13/06/2023;15507;La noisette;10,30 €;ALI;01;Général
13/06/2023;15507;La noisette;-10,30 €;BIL;01;Premier
07/06/2023;15508;Lunettes;60,00 €;SAN;02;Claire
07/06/2023;15508;Répartition d'espèces;-60,00 €;BIL;00;Général
14/06/2023;15509;POLE EMPLOI - ARE;-1 149,48 €;PRF;01;MC
14/06/2023;15509;POLE EMPLOI - ARE - Prélèvement à la source;174,84 €;IMP;01;Général
14/06/2023;15509;POLE EMPLOI - ARE;974,64 €;BIL;01;Général
02/06/2023;15510;CPAM Pension;603,24 €;BIL;01;Général
02/06/2023;15510;CPAM Pension;-715,89 €;PRF;05;MC
02/06/2023;15510;CPAM Pension - Prélèvement à la source;112,65 €;IMP;01;Général
23/05/2023;15511;Horodateurs Gre;5,50 €;VOI;01;Général
23/05/2023;15511;Horodateurs Gre;-5,50 €;BIL;01;Premier
09/05/2023;15512;Intermarché;81,79 €;ALI;01;Général
09/05/2023;15512;Intermarché;-81,79 €;BIL;01;Premier
05/06/2023;15513;Arrêté compte VISA Premier;-1 907,71 €;BIL;01;Général
05/06/2023;15513;Arrêté compte VISA Premier;1 907,71 €;BIL;01;Premier
02/06/2023;15514;ESBJ - Rémunération;-3 300,00 €;PRF;01;Bruno
02/06/2023;15514;ESBJ - Rémunération;3 300,00 €;BIL;01;Général
20/05/2023;15515;Jazz - Duo -50%;6,30 €;BAS;05;Général
20/05/2023;15515;Jazz - Duo -50%;-6,30 €;BIL;01;Général
20/05/2023;15515;Jazz - Cotisation;16,10 €;BAS;05;Général
20/05/2023;15515;Jazz - Cotisation;-16,10 €;BIL;01;Général
20/05/2023;15515;Jazz - Option Tranquillité Duo;0,49 €;BAS;05;Général
20/05/2023;15515;Jazz - Option Tranquillité Duo;-0,49 €;BIL;01;Général
20/05/2023;15515;Jazz - Option Tranquillité;0,70 €;BAS;05;Général
20/05/2023;15515;Jazz - Option Tranquillité;-0,70 €;BIL;01;Général
26/05/2023;15516;Orange  - N° client 0104525563 - 06 83 73 66 48;36,79 €;LOG;08;Clément
26/05/2023;15516;Orange  - N° client 0104525563 - 06 83 73 66 48;-36,79 €;BIL;01;Général
15/05/2023;15517;Acompte loyer Esthetic Center;-800,00 €;RFN;01;Texto
15/05/2023;15517;Acompte loyer Esthetic Center;800,00 €;BIL;01;Général
15/06/2023;15518;Acompte loyer Esthetic Center;-800,00 €;RFN;01;Texto
15/06/2023;15518;Acompte loyer Esthetic Center;800,00 €;BIL;01;Général
02/06/2023;15519;Free Mobile - 1597 1829 - Tél 06 48 55 53 00;19,99 €;LOG;08;Arnaud
02/06/2023;15519;Free Mobile - 1597 1829 - Tél 06 48 55 53 00;-19,99 €;BIL;01;Général
02/06/2023;15519;Free Mobile - 1597 1837 - Tél  - 06 48 55 54 20;19,99 €;LOG;08;Baptiste
02/06/2023;15519;Free Mobile - 1597 1837 - Tél  - 06 48 55 54 20;-19,99 €;BIL;01;Général
16/05/2023;15520;IRPP - Prelevement à la source;238,00 €;IMP;01;Général
16/05/2023;15520;IRPP - Prelevement à la source;-238,00 €;BIL;01;Général
15/06/2023;15521;IRPP - Prelevement à la source;238,00 €;IMP;01;Général
15/06/2023;15521;IRPP - Prelevement à la source;-238,00 €;BIL;01;Général
25/05/2023;15522;CPAM;-28,86 €;PRS;01;CPAM
25/05/2023;15522;CPAM;28,86 €;BIL;01;Général
01/06/2023;15523;CPAM;-64,45 €;PRS;01;CPAM
01/06/2023;15523;CPAM;64,45 €;BIL;01;Général
13/06/2023;15524;CPAM;-39,00 €;PRS;01;CPAM
